text,true,pred
"as this movie is completely in swiss dialect , it's probably hard for most german speakers to really follow this movie . i'm not from switzerland , but i worked there for some years , so i had the chance to understand this great spoof of the lord of the rings . i've seen a lot of movies of this kind eg . scary movie , loads of scifi spoofs etc . but this one is the best one of that kind , i've seen so far . i give a 9 of 10 . the only reason i can't give a 10 is , because there are some little details which could have been done better and because they supplied no subtitles in any language on the dvd , so there's almost no chance for nonswiss to understand .",1,0
"bela made 9 pics for monogram , but it was only at this one , the 4th , that things started to come together . all the rest in the series would use this one as the essential template for production , writing and character development . from here on , better or worse , the series would also deal with one essential theme a scientist usually bela makes experiments in the basement or the old house sometimes in the basement in the old house that causes things to go blooey . this was also the first time that art director dave milton got a chance to spread his wings . he came on board for black dragons , the flick before , but this one is where he gets to make his craft start to click . lewis made great atmosphere for next to nothing , and was around for all the rest of the monograms . casting is key in these , and it's a pretty good one b movie wise , here . you get barclay and harlen also from black dragons , along with russell , who would star in lewtons' cat people movies . . and rosetto , from spooks run wild . . . a nice slice of poverty row talent . if you have limited time and budget , start with this one . . . it sums up everything they had learned up to this point , and gives you something to compare the rest to . the plot ? bela steals gland juice to keep his nasty wife young . they both like to sleep in coffins . if you can read that and smile , the rest will be easy .",1,0
the knowledge is a typical british comedy for the period . to someone who is not familiar of the process of becoming a london cabby the film is bound to seem very average with a few laughs from a few old faces . br br the knowledge however comes into its own for knowledge boys like myself or their wife's who know what these poor individuals are going through . and find yourself comparing incidents of your own to that of the characters .,1,0
this did for crime what not another teen movie did for school . i laughed all the way through as 2 inept gangs warred with each other and among themselves . an unsubtle comedy using overt jokes and gags that kept me rolling all the way . i suppose the biggest gag in the entire film was that time never seemed to go forward leaving the characters trapped in the 30's .,1,0
"i tuned in to this movie because there was nothing else to watch . i was immediately sucked in by the characters . br br robin tunney is nothing less than spectacular in this film . her portrayal of a mentally ill woman is both moving and 100 believable . really , this sort of thing is not easy to do . she pulls it off fantastically . br br we know early on this film is going to end tragically , but you cannot take your eyes off of it . the characters do stupid things , but unlike most hollywood movies where people do stupid things because the plot demands it , these people do stupid things because the are not right in the head and the things they do are completely consistent with their characters . br br this is just a great example of film making imho . great writing , great acting , great directing . a film for people who think film can be more than mindless entertainment .",1,0
"the very few reviews i could find online of barnens really do not do it justice . i read them all before ordering the dvd , but for some reason i ordered it anyway . i regretted it almost immediately , but the order had already gone through so i couldn't cancel it . i'm very glad now that i couldn't . it's an extraordinary movie . br br i won't give a synopsis of the plot , because other reviewers have already done that . but i will say that i don't understand comments that it's bleak , shocking , weird , clinical , depressing or pornographic . it is certainly very unusual , which i suppose could make it seem weird to some people , but the other criticisms must reflect the reviewers' own issues , because i didn't see any of that in the movie i just watched . i'm not attracted to boys , so the nudity didn't seem pornographic at all to meit's just a kid trying to figure out who he is with no help at all from the irresponsible adults in his life . and it's sweden , not utah , so topless women are no big deal . br br but what surprised me most is how positive the movie is in its depiction of this gutsy lost kid who goes on a sort of odyssey through all sorts of strange experiences , looking forand ultimately findinghimself . it's fascinating , thoroughly original , and deeply satisfying . br br i'm not at all surprised that barnens won three major guldbagge awards , for best film , direction , and actor , but i'm absolutely astounded that the actor who won was not tomas fryk , the kid whose fearless performance as reine must be one of the most remarkable ever filmed , but ingvar hirdwall in the relatively insignificant role of stig , reine's mother's sleazy boyfriend . i don't understand that at all , but it doesn't alter the fact that this is a great movie .",1,0
"i thought this film was just about perfect . the descriptionssummaries you'll read about this movie don't do it justice . the plot just does not sound very interesting , but it is . just rent it and you will not be sorry ! !",1,0
"i'm a petty officer 1st class e6 and have been in the uscg for 6 years and feel that this movie strongly represents the coast guard . there were only a few scenes that were far fetched . the most farfetched was when po fischer kutcher went down inside of the sinking vessel to pull the vessel's captain out of the engine room . . . that would never happen . swimmers are not allowed to go inside of any vessel no matter the circumstances . second , the command center supposedly in kodiak , it looked more like a nasa command center . . . we don't have any gear that hitech . third , the captain of the airstation would not be running the search rescue cases with like 10 people on watch . in reality it would be an e6 or e7 as the sar controller and maybe 2 other support personnel like an assist sar controller a radio watchstander . otherwise the movie was dead on , i think they should have incorporated more of the other rates in the cg and their roles in search rescue instead of just aviation based rates . some of the scenes from a school reminded me of my days their and the dumb stuff i did and got in trouble for in my younger days .",1,0
"i saw sea of dust as part of a nyc screening audience several years ago . i enjoyed the film at that time , so i was a little confused by some of the amendments that had been made since . perhaps it's my memory , but there seemed to be chunks of exposition missing from the version that was shown at the rhode island film festival . i'm really not sure which version i prefer , but i can honestly say that i found something to appreciate it both . br br let me begin by warning everyone that this is not a popcorn movie . although it's been promoted as a hammer films tribute , people expecting a showdown between van helsing and dracula are going to be sorely disappointed . there's some cleavage , but no nudity a staple of the british production house's later movies . and while sea of dust is filled with gorgeous eye candy it really is shot like a sixties film , and features hammer starlet ingrid pitt , it's not like any of the company's pictures in tone or execution . this film is very dark , very confusing , and at times very funny . i don't remember the earlier version being quite as nutty as this one , but that's not a bad thing especially the showdown in the black forest that plays like a three stooges short . and some of ms pitt's rantings are quite entertaining . it's like somebody wound her up and turned her loose . br br the uniqueness of this film doesn't lie with the borrowed details , though . it's in the ideas . as an occasional sci fi channel viewer , i've regularly taken the network to task for its onenote variations on a theme cgi monster kills , then gets destroyed . sea of dust is so full of ideas that you start to trip over them after a while . br br but don't get me wrong . i'm not complaining . if anything , i applaud these guys for making such an enterprising lowbudget picture and for having the courage to pack it with so many concepts . it's not going to be a picnic for people who hate to think at the movies you know who you are . but for the rest of us , those of us who are tired of the formula of modern horror films , the predictability , the lack of respect for the audience , this may just be your ticket .",1,0
"i completely disagree with the other comments posted on this movie . for instance , the movie is based on the book and if the writer had a gay character in it then how could hollywood just throw in a token gay character in the movie . and besides there was two gay characters and i thought they reflected each other great . one was normal and the other was more feminine but it wasn't over the top . and diane keaton gave a wonderful performance and if the other reviewer had the decency to actual watch the entire film they would have seen that her character developed through out the film by interacting with the other characters . for instance when she and adam went to look at the car that sara crashed in the junkyard you could see the maternal side of her come out and later in the film you saw that she too was invincible . but i guess if you're too worried about gay characters and characters that are flawed then this movie is bad . but if you're more openminded and i don't know actually have some inkling of what is good then you'll enjoy this film .",1,0
"legend of dragoon is one of those littleknown games that people either love or hate . some people claim it's far too similar to other games , namely the final fantasy serieswhich is understandable , since it was originally intended to be sony's equivalent of final fantasy . honestly i can't comment on the similarities beyond that , as i'm not very familiar with the ff games . br br i think my favorite aspect of the game is the battle system . not only do you have the ability to change into a more powerful dragoon form , but every time you attack , you have to pay attention in order to complete the attack by pressing buttons at the correct time . not only that , sometimes enemies will attack you back right in the middle of a sequence , which means you have to press different buttons in order to avoid taking damage . even the use of certain attack items requires a bit of buttonmashing . if you don't want to attack , you can always guard , which not only cuts any damage taken in half , but raises your hit points without the use of healing potions . br br the fmvs are quite welldone , about the same quality as final fantasy 8's . however , the graphics during game play aren't quite up to that standard . they're nice , but they could have beenand honestly , should have beenbetter . the translation as well leaves something to be desired . not only does it raise interesting character relationship questions , but there are also some grammatical mistakes that simply shouldn't have been allowed to pass . br br another thing i found interesting was that you lose main party charactersone dies , and the other basically becomes useless to the party and leaves . while the death of the one character is often said to have no point , it makes you realize early on that the characters , while heroes , are still just as mortal as the next person . the people who replace the lost characters simply gain all their stats , so the transition game playwise is fairly smooth . perhaps my one complaint about the characters is the main character's love interest , shana . she is the epitome of the helpless female in need of rescuing , pathetic to the point of driving a player to screaming with frustration . while you can use her in your party , she is insanely weaki don't even know what her dragoon powers are like , as i disliked her so much i never used her . the character rose , by contrast , is probably my favorite female character in any game ever . she's no wimp , and some of her dragoon magic is extremely useful . meru is quite strong as well , while sometimes being an annoying talkative brat . br br the character designers were , as most are , inclined to make the female characters appear pretty or whatever , and didn't give much thought to the actual usefulness of the outfits . seriously , no armor and having most of your skin exposed is not helpful when fighting monsters . but i will give them props , as they do have females serving as knights in the various countries . br br i can't comment much on the plot , as honestly i didn't pay much attention to it beyond where i needed to go to next . i'm not sure if this says something about the plot itself , or my gaming style . br br all in all , it's a very enjoyable game . it has its flaws , but for me it struck just the right balance of having to think and just pressing buttons and killing monsters .",1,0
"one thing i can say about this movie is well long , very long ! i actually recently purchased this movie a couple of months ago seeing that there was a new version coming out . i was happy to find that it was made in 1978 because the 70's even though i never lived in them is actually one of my favourite decades , especially for the music ! when i watched this movie the story was actually very good at the start but then after about 50 mins it started to get very boring and repetitive . i will admitt the animation did impress me ! it was nothing i had ever seen before and was well pretty cool to see . but the movie honestly could of been a bit better , it could of had alot more talking and story to it than just 15 to 20 minute scenes that just had wierd fighting . then for the last 5 or 10 minutes the movie picked up and got good again but ended unexpectedly . in my opinion i thought it was extremely long . i know its 13 minutes over 2 hours and that is still long for a cartoon but since it was boring for most of the movie , it made it seem like it was 4 hours long ! ! ! ! but overall it is an okay film i guess and i will watch it again on one of those nothing to do days . i will see the new one and i hope it is better !",1,0
"neither the total disaster the uk critics claimed nor the misunderstood masterpiece its few fanboys insist , revolver is at the very least an admirable attempt by guy ritchie to add a little substance to his conman capers . but then , nothing is more despised than an ambitious film that bites off more than it can chew , especially one using the gangsterconartist movie framework . as might be expected from luc besson's name on the credits as producer , there's a definite element of 'cinema de look' about it set in a kind of realistic fantasy world where america and britain overlap , it looks great , has a couple of superbly edited and conceived action sequences and oozes style , all of which mark it up as a disposable entertainment . but ritchie clearly wants to do more than simply rehash his own movies for a fast buck , and he's spent a lot of time thinking and reading about life , the universe and everything . if anything its problem is that he's trying to throw in too many influences a bit of machiavelli , a dash of godard , a lot of the principles of chess , motifs and techniques , littering the screen with quotes the film was originally intended to end with three minutes of epigrams over photos of corpses of mob victims , and at times it feels as if he never read a fortune cookie he didn't want to turn into a movie . rather than a commercial for kabbalism , it's really more a mixture of the overlapping principles of commerce , chess and confidence trickery that for the most part pulls off the difficult trick of making the theosophy accessible while hiding the film's central somewhat metaphysical con . br br the last third is where most of the problems can be found as jason statham takes on the enemy literally within with lots of ambitious but not always entirely successful crosscutting within the frame to contrast people's exterior bravado with their inner fear and anger , but it's got a lot going for it all the same . not worth starting a new religion over , but i'm surprised it didn't get a us distributor . maybe they found ray liotta's intentionally fake tan just too damn scary ?",1,0
"remember that friend in college who always insisted you rent the weirdest movie possible ? this is the movie he would have made if he'd had the chance . br br i wish i could tell you exactly what sea of dust was about . it pretends to be the story of a doctor who gets sucked into weird goings on in the black forest . he goes there to help , but ends up being caught between two young women , both of whom he seems to have a thing for . but that's just scratching the surface . this is the kind of movie where things just randomly happen . . . and not nice thing . people are constantly being whipped and stabbed . there's a pair of creepy little girls who appear to have walked out of the shining . tom savini is some kind of imaginary religious figure who decides he doesn't want to be imaginary anymore . he's got a plan to take over the world by sharing jesus suffering . br br on some level , this is a movie about sex . it's one without nudity , which was a disappointment , but there's no mistaking the intent . on another whole level , it's a stoner's paradise . unexpected stuff happens so often that it stops being unexpected . by the time the doctor travels through his girlfriend's birth canal to be reborn , you'll just chalk it up to the crazy nature of the flick . br br on the down side , the film is pretty wordy . some of the points are hammered home over and over . if you're watching it with a bunch of stoned friends , this might prove an asset .",1,0
"good action show , but nothing new . this one took place high in the mountains , which showed some nice scenery and such . one man takes on a group of mercenaries , the lead flies , and he kicks butt . it could have been called rambo goes to the rockies , it was that pat . it did have one very effective scene right at the first of the film which had me cringing in horror . not a bad picture , but just same ol' , same ol' .",1,0
"pandora's clock is a gripping suspensethriller that's a cross between a virus movie and a disaster film . this movie , which aired in two parts on nbc in its debut showing in 1996 , is about an airplane flight that becomes infected with a virus when one of the passengers just happens to be carrying this disease . the u . s . government debates on whether the plane should be destroyed or not , while the pilot richard dean anderson and a virus expert daphne zuniga try to figure something out to avoid disaster . i'm not really a big fan of tv movies and miniseries , but i liked pandora's clock . it's one heck of a thrill ride . jane leeves tv's frasier , robert loggia , and edward herrmann as the president also star . br br out of four",1,0
"house of dracula works from the same basic premise as house of frankenstein from the year before ; namely that universal's three most famous monsters ; dracula , frankenstein's monster and the wolf man are appearing in the movie together . naturally , the film is rather messy therefore , but the fact that all three monsters are there is usually enough to ensure that the film's sixty seven minutes don't become boring . it's obvious that the idea of making another monster mash came into the writer's head before an actual plot did , as the yarn we're given isn't exactly without holes . the plot sees count dracula arrive at dr . edelman's home asking for a cure for his vampirism . then , what can only be described as a coincidence , sees lawrence talbot , a . k . a . the wolf man turn up asking for a cure for his affliction ! it turns out that dracula is on the prowl for edelman's daughter , but talbot really is serious . when it turns out that he can't be stopped from turning into a wolf , the wolf man throws himself into the sea . . . where he ends up finding frankenstein's monster . br br overall , this film isn't as good as the earlier house of frankenstein . the 1944 film put its plot together better than this entry in the series does , as the plot here doesn't give equal time to each universal monster . dracula's plot is the biggest at first , but soon fizzles out only to resurface at the end . the wolf man is the star of the show , but his story never really develops , and is essentially just another version of the plot he always finds himself in . frankenstein's monster is given the coldest hand , as he appears in the movie merely as an afterthought , and an obvious excuse to ensure that all three monsters appear in the movie . the story of the doctor who binds all three together is the most interesting , but this is a little disappointing as he isn't the reason why people will see this film . the acting is good enough , with john carradine showing his sinister side and lon chaney jr once again making sure that his character is bathed in tragedy . glenn strange is given nothing to do , and onslow stevens proves the real highlight as dr edelman . overall , this film won't do much for anyone that isn't a fan of universal horror ; but as silly monster movies go , house of dracula is worth seeing .",1,0
"mike judge's idiocracy is an interesting film , and one that his fans will undoubtedly track down and see . br br before i start the review , i would preface it by saying that if you get a chance to see it , definitely do , as it is worth watching , and isn't the easiest film in the world to track down . br br let's start with the premise luke wilson is private joe bauers , an army librarian who is deemed to have absolutely no outstanding attributes or glaring flaws , making him totally average in every way . this , along with the fact that he has no living relatives , makes him a standout candidate for an experimental cryogenics procedure . also frozen with joe is a prostitute named rita who was pimped to the project by upgrayedd , her abusive pimp . unfortunately , a few days after they are frozen , the top secret project is abandoned , and they are forgotten about . br br they wake up in 2505 , and find that with the dumbing down of society following the trends of recent times , everyone on earth is only slightly more intelligent than a chimp . the way that everyman joe bauers talks is seen as being faggy , much as someone speaking like shakespeare would ridiculed now , and a former professional wrestler is the president of the united states actually , this one probably isn't that outrageous really . the best show on tv is called ow ! my balls ! , which admittedly sounds pretty good , and not only is everything spelled wrong , but signs seem to have run out of space for the wording , leaving them to be bunched up at the end . br br it's a funny premise for film , but this is the problem aside from the initial premise , not that much in the movie is truly funny . what i mean by that is that the ideas that come to mind from having read the premise of the film are probably about as funny as the film itself . obviously , it's not terrible , but it probably could have been funnier . br br there are some winners in the script , such as starbucks now offering happy endings , and people placing their blind faith in the universally misunderstood electrolytes , but they are just too few and far between , so unless you are going to laugh hysterically every time one of the idiots of the future slurs out a slackjawed , profanity laden sentence with little to no logic andor intelligence , then the laughs might be pretty well spaced . br br it's unfair for everyone to be comparing it to office space , because it's a very different film , but as a film , regardless of what came before it , idiocracy is a funny concept that will probably have you laughing a lot more in the opening 1520 minutes than in the rest of the film . br br i give it 5 out of 10 because it is enjoyable , but doesn't do enough to raise it above middle of the road .",1,0
"i just don't understand why this movie is getting beatup in here . jeez . it is mindless , it isn't polished and it is as i am reading wasted on some . the cast of this movie plays their characters to the 't' if you watched permanent midnight and became a ben stiller fan then yes you will be disappointed . these are misunderstood , wellintentioned misfits trying to save the cityworld with nothing but grit and determination . the problem is they don't realize their limits until the big showdown and that's the point ! this is 3 times the movie that the spy who shagged me was yet gets panned by the same demographic group , likely the same people who feel the first ap movie pales in comparison to the sequel . i just don't get it . the jokes work on more then one level ; if you didn't get it i know what level you're at .",1,0
"critics and audiences both pretty much panned this movie , but i actually didn't think it was too bad ! even the critics i normally agree with thought it was crap , and i normally despise pg13 horror films . so this means one of two things either 1 i'm too easily pleased , and my taste in movies has dwindled over the years , or 2 'when a stranger calls' isn't nearly as horrible as it's made out to be . now , to be fair , some of the criticisms of the movie are truethere's not much character development , and not much happens in the story . but man alive folks , how much were you expecting from a movie about a babysitter being stalked ? cut them some slack ! as a former babysitter who was watching this flick late at night with the lights out , i can safely say the stalker dude was one creepy mofo ! who knows ? i guess stuff like this just gives me the willies . br br yes , i admit i had fun watching this , and i don't care how big of a minority that puts me in . ;",1,0
"i haven't read the anne rice novel that this movie was based on , but who knows , maybe reading the book is cheaper than renting queen of the damned and is probably better for your health . it isn't that this movie is necessarily bad for your health , but a book can be very relaxing and certainly exercises the active part of your brain more so than this movie . you can count the number of pages by anne rice that i've read on one hand , but after seeing this movie and interview with a vampire , i get the feeling that she writes really good novels . the plots for both movies hint at a whole sea of deep and interwoven vampire history . br br still , stuart townsend's voiceover narration gets a heck of a lot more annoying than brad pitt's vampire narrative ever did , and you can tell that queen of the damned's limited production resources barely give enough flesh to the anne rice storyline . while interview decided to go with lace and elegance , queen relies on low budget special effects that try really hard to be taken seriously . one can see that the original novel had potential as a movie and that the production team focused its attention in the wrong places . the costumes and rock roll stage could have been replaced with more blood and an eerier soundtrack . br br however , i'll give credit where credit is due . the soundtrack is excellent . korn and disturbed had me down with the sickness bobbing my noggin like butthead . br br the film opens with a very cool gothrock zoom splice montage , but after the first ten minutes or so , the directing degenerates quickly . it's as if the movie was so long that the director realized that there wasn't enough time and enough money to do an anne rice novel justice . what results are some mediocre vampire scenes and plenty of cheesy special effects . unfortunately , queen of the damned fails to do the genre justice just as its john carpenter counterparts fail to impress . where are the yellow contacts ? where's the pale blue makeup ? scene after scene , i shook my head reminiscing about the days of salem's lot and fright night when low budget was done right . br br there are redeeming qualities though that save this movie from being garbage . props to aaliyah , and may her soul forever rest in peace . she might have become a renowned actress , had her life not been taken from us so prematurely , for she did give this movie a decent performance with plenty of nice belly dancing . did i mention that the soundtrack was good ? let's see , what else can i say ? it wasn't too long . the anne rice novel could have easily been a three hour movie if an ambitious director like francis ford coppola got his hands on it . there are a few twists and turns here and there in the plot . but all in all it was a legitimate rock and roll addition to the slew of secondrate vampire movies out there . the director of this movie went on to direct a new battlestar galactica mini series if that tells you anything . br br jybr br jimboduckdotcom",1,0
"this was one of the worst columbo episodes that i have seen , however , i am only in the second season . br br the typical columbo activities are both amusing and irritating . his cigar ashes causing him trouble have been seen before , and the bit where he always identifies in some way with the murdererin this case cooking , tho the scene on the tv cooking show distracted from the main theme . br br also not explained was why the brother at the beginning of the show was cutting part of the wires of the mixer . the reason was never explained , nor did it serve any purpose . but the part i disliked the most was the death of the bride to be . this was never explained and it is the main reason why i give this episode such a low grade .",1,0
"so here's a bit of background on how i came to see this movie . as you probably know , this is the original french film , that was then remade quelle surprise by hollywood as wicker park . well i avoided that movie like the plague when it was first released , simply because , a i knew it had absolutely nothing to do with wicker park , and living in chicago , i didn't see why they called it that it was filmed in fricking canada for a start ! b i have a very hard time bothering with pointless remakes , done purely because hollywood thinks we're too bone idle to read a few subtitles i am dreading the remake of infernal affairs by the way and c i can't stand josh hartnett , 'nuff said there . br br however , i came across wp on tv the other day , probably about half an hour in , and i have to say initially , it made no sense at all , until about half an hour from the end , when it started coming together . by the end , i was really surprised to find myself really into it , and then the ending just seemed so good a perfect combination of story , passion and ending with possibly one of the greatest musical choices i've ever seen heard ? ? . br br since then i've heard a lot about the l'appartement vs . wicker park argument and looking at wp , i still say it has bugger all to do with chicago , but there seemed something about it that i liked , so when it was on again , i watched it again unfortunately , still missing the first chunk i've still yet to see it ! , and i still thought it was pretty good . heck , even josh hartnett seemed good ! but i was curious about l'appartement and wanted to see what all the fuss was about . so i waited and waited to catch l'appartement somewhere somehow . netflix let me down , so i ended up getting a copy from some website in ireland . and i've just watched it . br br it's really kind of weird , but a good weird . a classic french film . great acting , romane bohringer is an absolute gem sorry , but she acts monica bellucci off the screen in every scene . vincent cassel was a weird choice for the lead but by the end he works . and i've seen jeanphilippe ecoffey in a lot of movies and i just love him the scene where alice dumps him in the restaurant and he just looks like someone's told him his puppy's been run over was excruciating ! but , i can honestly say , having seen wp and pretty much expecting that to have been a scene for scene copy as about 75 of the rest of the movie had been maybe in a different order , but come on , the scene with the coffee in the glasses ? ? word for word ! ! , you can imagine my surprise when i watched the ending of l'appartement ! ! i can literally say i was blown away hmm , a bit like poor old lucien was through the cafe window really ! so , be prepared , if you've seen wicker park and you fancy taking a look at the original like i did , do not make the mistake of expecting an identical movie , because you'll either be disappointed , or exhilarated at a piece of french movie history a prime example of how you can watch a movie , think you're going to watch a pithy happy ending , and get whiplash from the total spin in the opposite direction right at the end . definitely catch this movie . oh and while you're at , maybe not too near the same time , but down the road , take a look at wicker park , it'll surprise you too .",1,0
"i think that anybody whose dumb enough to risk being a wax dummy just so they can go to a football game or they don't want to leave their car to get stripped deserves whatever happens to them . br br the guy , wade who went to a barbershop and asked for the heman haircut wasn't my type , but there's this really cute scene of him having his eyebrows and facial hair waxed . that's a little too highmaintenance for me . br br also fun , but not my type is the fat guy in the big sunglasses who looks like elton john only gayer , but that whole plot goes nowhere ! br br blake was hot , i could see myself with him if he wasn't so into his girlfriend , who is a phony paris hilton in a bad wig no chihuahaua in her handbag , though but that would have been really precious . i don't think girls who look like that go to football games anyways . nick the car thief is the sexiest ! one of the best parts is where a football lands by him , and instead of throwing it back , he chucks his cigarette down and it burns the football . see , that's just the kind of guy he is . he has a sister who looks dumb borrowing his white wifebeater . her bra straps are showing for , like 12 the movie ! br br mostly you will just want to wax your legs and not ever go to football games after seeing this .",1,0
"nothing is sacred . just ask ernie fosselius . these days , everybody has a video camera , and a movie is hardly out before the spoofs start flying , quickly written and shot , and often posted directly to the internet . spoofs are hot these days , and we go out of our way to make sure filmmakers don't get off on their own selfimportance . 25 years ago , when the first star wars was made , it was a different world . filmmaking was the playground of a select few and spoofs were very rare . then god gave us hardware wars . it was shot to look cheap or was it just cheap ? and the audio was obviously recorded after the fact . does that take away from the experience ? heck no ! that's what makes it so great ! it was raw and unpolished , and hit relentlessly on some of the more pretentious moments of the original movie . from fluke starbucker waving around a flashlight instead of a lightsaber i did that when i was young ! to chewchilla the wookie monster , to auggie ben doggie's nah , just a little headache remark , this film short is as much a part of the phenomenon as any of the actual star wars films . rent it . buy it . borrow it from a friend . and may the farce be with you . always .",1,0
"there wasn't a day in 2002 where i wasn't chased by a scarecrow i felt that this film handled a serious issue wellbr br it brought back a lot of memories as it was so realisticbr br even today i have nightmares about corn on the cob , and can't even go near the tinned stuff in fear of my lifebr br i have to admit though , at one point in the film i did have to turn it off as it hit too close to homebr br for those of you who have never been attacked by a scarecrow , by watching this film you could be educated about how it felt for us victims br br this film teaches us not to take life for granted or to mess with corn , believe me , i've been there and i have the scars br br watch the film , its amazing and educational",1,0
