text,true,pred
"distant is a slice of turkish life flick which follows the mundane activities of two adult male cousins ; one a photographer and the other an unemployed underachiever . there's little doubt that auteur nuri bilge ceylan is a work in progress with considerable talent . however , this little foreign minimalistic arty dramady is so full of empty filler and so devoid of story or anything engaging or provocative that it will likely appeal to only the most avid devotees of cinema and mainstream audiences should look elsewhere . i personally grew quickly bored with the slow pace of the film and found myself fast forwarding through the empty spaces and there are many between dialogue , plot development , and denouement . distant is a very nicely done bit of esoterica . b",1,0
"watching cliffhanger makes me nostalgic for the early '90s , a time when virtually every new action movie could be described as die hard in a on a . cliffhanger is die hard on a mountain , and pretty good , for what it is . but unlike passenger 57 and under siege , which are decent die hard clones on their own terms , cliffhanger dispenses with the enclosed feeling of many action movies and embraces breathtaking landscapes that , in their immensity , threaten to overwhelm and trivialize the conflicts of the people fighting and dying among the peaks . years before other movies like a simple plan and fargo dramatized crime and murder on snowbound locations , cliffhanger director renny harlin recognized the visual impact of juxtaposing brutal violence and grim struggles to survive against cold and indifferent natural surroundings . the opening sequence has already received substantial praise , all of which it deserves its intensity allows us to forget the artifice of the camera and the actors and simply believe that what we are seeing is actually happening . not even harlin's shot of the falling stuffed animal , which is powerfully effective but still threatens to become too much of a joke and which he repeated in deep blue sea , or the ridiculous expression on ralph waite's face , can dim the sequence's power . the next impressive set piece is the gunfight and heist aboard the jet . as written by stallone and michael france and directed by harlin , the audience is plunged into the action by not initially knowing which agents are involved in the theft and which are not the bloody double crosses are completely unexpected . as roger ebert has observed , the stuntman who made the mid air transfer between the planes deserves some special recognition . later , during the avalanche sequence , one of the terrorists thieves appears to be actually falling as the wall of snow carries him down the mountain . so far as i know , no one was killed in the making of this movie a small miracle , considering the extreme nature of some of the stunts , so obviously a dummy was used for the shot . but the shot itself remains impressive because we're left wondering how harlin or more likely one of the second unit directors knew exactly where to place the camera . i'll take sly stallone as my action hero any day of the week , because he's one of the few movie stars i've ever seen who's completely convincing as someone who can withstand a lot of physical and emotional pain , and at the same time actually feels that pain . the role of gabe walker really complements stallone's acting strengths he plays an older , more vulnerable kind of action hero , giving an impressively low key performance as a mountain rescuer who must redeem himself . in contrast to many of today's post matrix , comic book inspired action heroes , stallone's walker is an ordinary man who becomes a hero without any paranormal or computer enhanced abilities . in cliffhanger , the hero almost freezes to death , and his clothes start to show big tears as he barely escapes one dangerous situation after another . he winces when he's hit and bleeds when he's cut , particularly in the cavern sequence when he takes a rocky style pummeling from one of the mad dog villains . it should be noted that the utterly despicable villains really contribute to the movie's effectiveness when i first saw this movie as a teenager , i was rooting for the good guys every step of the way and anticipating when another bad guy would bite the dust or rather , the ice ; at one point i actually cheered as one of the most cold blooded characters in the movie deservedly suffered a violent demise . lithgow's british accent is as unconvincing as the movie's occasional model plane or model helicopter , but he's fundamentally a good actor , and one of the few who can perfectly recite silly dialogue in one scene , looking at his hostages stallone and rooker , trying to decide which tasks to give them , he actually says you , stay ! you , fetch ! even a better actor , such as anthony hopkins , might have had trouble with that line . even if cliffhanger occasionally tosses credibility aside , it does so only for the sake of a more entertaining show . early in the movie , for example , lithgow openly says to one of his men retire stallone when he comes down . no real criminal mastermind would have made this mistake even unconsciously his carelessness allows rooker to shout a warning up to sly on the rock face , and this precipitates a gripping tug of war between stallone and the bad guys trying to pull him down by the rope tied to his leg . lithgow could have given his order by a more subtle means , but the sequence might not have been as much fun to watch if it hadn't given rooker an opportunity to openly defy the arrogance of his captor . done very much in the style of a saturday matinee serial or at times a western , cliffhanger is built on such a solid foundation that it survives some weak elements that would have undermined a lesser film . besides the painfully obvious aircraft models mentioned before , the weak moments include a couple of scenes shot on cheap indoor sets with really fake snow , as well as two other scenes involving bats and wolves that seem unnecessary in an already action packed narrative . finally , harlin's decision to film some of the death scenes in slow motion seems pointless , since the technique contributes nothing to the scenes . it's a shame that stallone is now too old for action movies , because his character in this movie seems so credible that inevitably i wonder what he would be like years later . but perhaps it's best that cliffhanger stands on its own for all time , without a sequel there are enough tired and obsolete movie franchises already . there was an unofficial sequel that called itself vertical limit compared to that clinker , cliffhanger belongs on the imdb's top 250 list . rating 8 very good , especially considering most of stallone's other movies .",1,0
"i loved this show but then i don't remember ever not loving anything he did , starting with americanization of emily . a town sheriff who keeps trying to steal the town blind and ride off to mexico , gotta love it . like everything he does it has a tongue in cheek flavor that brands it as a garner product . james plays the same character in lots of his shows and movies but somehow it never gets stale . p . s . re killing off the main character if i remember right the good brother was killed off and replaced with the evil twin in an effort to increase the ratings i . e . ; make it more like every other western on tv at the time . i think this show was too far ahead of its time and i still miss it . tv without a jimmy g show is missing something .",1,0
"no , this hilariously horrible 70's made for tv horror clinker isn't about a deadly demonically possessed dessert cake . still , this exceptionally awful , yet undeniably amusing and thus enjoyable cathode ray refuse reaches a breathtaking apex of absolute , unremitting silliness and atrociousness that's quite tasty in a so execrable it's downright awesome sort of way . richard crenna , looking haggard and possibly inebriated , and yvette mimieux , who acts as if she never got over the brutal rape she endured in jackson county jail , sluggishly portray a disgustingly nice and respectable suburbanite couple whose quaint , dull , sleepy small town existence gets ripped asunder when the cute german shepard they take in as the family pet turns out to be some ancient lethal evil spirit . pretty soon mimieux and her two repellently cutesy kids kim richards and ike eisenmann the psychic alien moppets from the disney witch mountain pictures are worshiping a crude crayon drawing of the nasty , ugly canine entity in the den . boy , now doesn't that sound really scary and disturbing ? well , scary and disturbing this laughably ludicrous claptrap sure ain't , but it sure is funny , thanks to curtis night tide harrington's hopelessly weak direction , cartoonish not so special effects , an almost painfully risible'n'ridiculous plot , and a game cast that struggles valiantly with the absurd story besides the leads , both martine beswicke and r . g . armstrong briefly pop up as members of a satanic cult and victor jory has a nice cameo as a helpful native american shaman . favorite scene the malicious mephestophelion mutt puts the whammy on crenna , practically forcing him to stick his hand into a wildly spinning lawnmower blade . while stuck up snobby fright film fans may hold their noses at the perfectly putrid stench of this admittedly smelly schlock , devout tv trash lovers should deem this endearingly abominable offal the boob tube equivalent to alpo .",1,0
"ok , so the following review is more of a synopsis more so than really containing any spoilers , but better safe than sorry so as to avoid being blacklisted , right ? right ! consider yourselves officially warned , and read on . in this parody tribute to the greatest time in horror movie history the 1980's a group of stupid teens are getting together to host a seance in the house of the notorious murder mcgee , who butchered his entire family a few years back and buried them in the back yard . as i'm sure you can guess , things go from bad to worse faster than you can say where's the beef ? and in typical 80's horror movie fashion the deaths are bloody , the dialogue is cheesy , and beautiful women are taking off their clothes every chance they get . good times . no clique or 80's horror movie clich d characterizations are left unrepresented here . in fact , no stone was left unturned at all we have the cool hero , his innocent girlfriend , the goth chick , the tough thug think john bender , the hot blonde who keeps losing her shirt , the shy dork in love with the hot blonde that keeps losing her shirt , a couple of gorgeous half naked lesbians , and two big geeks . as you can plainly see , the cast is pretty big . usually , larger casts are where things can fall apart quickly , with one or two sour apples buggering up the whole barrel . not in this case though . not a single cast member left me disappointed . the acting was very well done . everyone from the cool hero in his thriller jacket played by jovan meredith to the grooovy goth chick played by renee dorian to geeks one two played by cory assink jonathan brett they all played it straight , brought their a game , and knocked it out of the park . if you're a fan of gary wyatt in weird science , you'll immediately fall in love with the geeks . director co writer jeff c . smith is a guy to watch for in the future , trust me on this . if this is what he can do with a low budget , there are nothing but good things ahead for him when he gets more money for future projects . the characters were dead on ; the atmosphere was perfect ; the laughs were huge ; the blood flowed , and squirted , and sprayed beautifully it was just like watching a horror movie from the 1980's . call this one the breakfast club meets night of the demons ! the tag line says it all , and says it honestly excessive violence ; gratuitous nudity ; zero budget no false advertising here , folks ! as fans of this genre , we have to look to the indies and support these hard working folks who are busting their humps out there bringing us original tales , lest we forever get stuck in a world filled with big studio watered down pg 13 'horror' or pointless remakes like the hitcher . no , thank you no more of that for me . in closing , i honestly have to say that stupid teenagers must die ! is by far one of the best indie flicks i've gotten the pleasure of watching this year . it's a bloody good time , and holds up on repeat viewings . from the dialogue to the characters to the wardrobe . even the closing love theme over the end credits which if that doesn't bring back fits of laughter recalling mid 80's power ballads by reo speedwagon over pronounced r's on every word starting with the letter 'r' then i'll eat my dvd right now . bottom line is , if you're a fan of 80's horror or horror in general , no more hesitation this flick deserves to be in your collection !",1,0
"these slasher pics are past their sell by date , but this one is good fun . the valentine cards themselves are witty , and well thought out . the film has one peach of a line . he's no angel . when he in fact is angel ! watching buffy reruns will never be the same ! the cast is a sizzling display of young talent , but the story does not give them enough real depth . denise richards on the dvd extras seemed to think the girls on set bonded well together and this would give the feeling that you empathised with their characters . sorry but no ! the direction is very good , managing to show very little actual gore , and relying on your imaginations implied threat . much can be said also for the similar manner in which miss richards and heigel do not remove their clothes . essentially , the main directorial plus , lies within the borrowing of various other ideas from previous slasher flicks . psycho's shower scene is tributed , along with halloween's masking . murdering someone hiding in a bodybag though is a pretty original one as far as i know ! light viewing , not very scary but a few good jump moments . if it was a choice between the hole and this though , choose the hole . slasher movies have had their day , and this is just another slasher . a very good slasher , but nothing groundbreaking !",1,0
"a delightful little thriller opens with trevor howard in his jag convertible and ends on a dockside in liverpool . it's all thrills and spills as the ex spy has to restart his career just as he's getting some serious r r cataloguing butterflies how british is that ? . trevor howard and jean simmons frolic from london to newcastle upon tyne to liverpool via ullswater he's just been thrown out of mi5 or something , and she , you guessed it , is on the run , wrongly accused of murder . there's seedy docks , rolling lake district hills , sheep , country pubs , coppers getting lost , waterfalls , a bunch of amateur cyclists , rooftop chases , and lots of chinamen don't ask , and it's all very hitchcocky and hannayesque . . and a smashing example of british noir .",1,0
"these things have been floating around in my head for damn near 10 years now . some pieces of this work were really memorable . id love to see another more current example of cg showy offy stuff . actually i'd love to be part of it . if i'd would of had the chance to just say what i wanted and thats it , i wouldn't have to write all this extra in order to make 10 lines if text as this website requires . i mean really ? this almost discourages me , i mean luckily for the guys that made the movie i really liked the minds eye and it took me 3 times to have enough lines , i hope you don't get me on the misspelling . yup you did .",1,0
"i know what you're saying , oh man , pinochio is not scary ! but this movie goes beyond alot more than a maniacal pinochio . behind it tells the story of a mother and her daughter who is oddly attached to her doll pinnochio who seems to talk to her . the only weird thing is that noone else can hear the doll except her . in the end is shocking revelation that , as did i , will shock you . watch it . give it a try .",1,0
"this movie is kind of good . it seem that they used the tyrannosaurus rex like a blown up balloon , just like godzilla , just maybe back in those 60 70's days , scientist haven't got enough info . on all sorts of dinosaurs . back in those time scientist still making dinosaur , so i guess this movie was base on a tyrannosaurus rex movements back in the 60 70's . there even a part where a giant rock , fired by someone at the tyrannosaurus rex , it damage the tyrannosaurus rex and it was knock out for a little while . at the end , the tyrannosaurus rex went back to search for food . there is something wrong in the movie as well , like a rifle , how can one rifle kill a tyrannosaurus rex , when it could be 1 , 000 5 , 000 stronger than we are . if this film going to make a remake , i suggest make it more good and excited , because watching a old movie seems like to have a remake of it , if lucky .",1,0
"you'd be forgiven to think a finnish director from helsinki would be no good at directing an american horror movie especially one entirely located inside a us prison see this to prove yourself wrong ! it was produced in the 80's after all and the film was made on a budget more fitting to a modern diy company tv advert something i think anyone would really notice nowadays what with practically everyone being accustomed to 100m budgets for action movies unfortunately dominating the industry mind ! being mr harlin's first major production and the at least what nowadays would be considered a stellar cast . i still think most of the nordic contribution to the film industry as a whole is more to do with stellan stargaard's screen appearances not mentioning the well overrated mr s bergman directorial efforts at least for all female viewers but this flick really proves there does exist proper movie talent outside of the us and hollywood to make us watch a film in suspense . do try and watch this movie even if you're not a horror puff , imo it's definitely worth it !",1,0
"the first collaboration between schoedsack cooper is a compelling documentary on the migration of the bakhtiari tribe of persia . twice a year , more than 50 , 000 people and half a million animals cross rivers and mountains to get to pasture . you'll feel like a pampered weakling after watching these people herd their animals through ice cold water and walk barefoot through the snow to cross the mountains while trying to get their animals to walk along steep and narrow mountain paths .",1,0
"dog bite dog isn't going to be for everyone , but i really enjoyed it . full of slapping , stabbing and shooting but don't worry the lead's a terrible shot , it can best be described as a violent romp through hong kong and cambodia . edison cheng plays pang , a cambodian assassin in town to kill a barrister . despite being filthy from his journey , he's almost immediately seated at a huge table in the middle of an obviously expensive restaurant . if this sounds wildly implausible to you , you should probably avoid this film . it acted as my cue to suspend disbelief , and i had a lot more fun for it . chasing pang down is wai sam lee , a young , edgy cop who likes to smack people around almost as much as he likes to smoke . wai walks a fine line that has internal affairs investigating him , and his father , a legendary good cop , is in a coma following a drug deal that went south the implication is that wai is letting his father take the rap for his own corrupt dealings . there are a car crashes , lots of killings , and a strange and awkward love story on offer here , all played out in almost comic book style . i suspect the humour was deliberate nobody uses gargantuan concrete bludgeons without an eye for the extravagantly absurd , though the over the top nature lost a number of my fellow audience members . there are at least three points where the film might have ended , and at 109 mins it may have benefited from more ruthless editing , or the deletion of one of the narrative threads the light hearted stuff worked well , so i would have left out the interactions with the three fathers . i'm inclined to give it a high pass , however , if only because of the ending i've rarely heard so many people laugh so loudly at what should have been a poignant moment . this is one to see with a group of friends who love the ridiculous",1,0
"full disclosure i'm a cynic . i like my endings sad and my hankies dry . i didn't cry when bambi's mother was shot . will smith's new film happiness looks like a desperate plea for an oscar . basically i was born without an artistic soul . so why on earth did i like 10 items or less ? maybe it was the double espresso i downed before the show . or more likely maybe it was that even the most hardboiled of movie fans could use an occasional shot of sweetness . and sweet it is . from the moment him meets scarlet an event far from a nora ephron meet cute the view is taken on an intimate journey with two strangers learning to care about where their lives are headed . aided beautifully by phedon papamichael's cinema verity style camera work . the main argument about the film is that it's too far fetched . is the film far fetched ? i don't know . you tell me . i've yet to meet adrian brody at the market . however , not for lack of trying . do i enjoy considering the adventures that might occur should this momentous event take place ? darn straight i do . . . that's where most reviews of 10 items or less fall short . . . they fail to take into account that even we cynics have fantasies . and heck , sometimes , it's worth the price of admission to vicariously live them , 82 minutes at a time .",1,0
"if a joke doesn't offend anybody , it isn't funny . the inki cartoons are offensive , no doubt about it . so is rap music . get over it . i suspect that any sane black person will find the inki cartoons hilarious , and that the people who are offended by them white people who still think black's need their patronizing protection against racist humor . seriously , the inki cartoons are funny . it saddens me that , not because anybody is really offended , but because somebody might , just might , be offended , i can't buy inki cartoons or the african queen or song of the south on dvd .",1,0
"this movie has it all , action , fighting , dancing , bull riding , music , pretty girls . this movie is an authenic look at middle america . believe me , i was there in 1980 . lots of oil money , lots of women , and lots of honky tonks . too bad they are all gone now . the movie is essentially just another boy meets girl , boy loses girl , boy gets girl back , but it is redeemed by the actors and the music . there is absolutely no movie with any better music that this movie , and that includes american graffiti . it is a movie i watch over and over again and never get tired of it . every time i watch it , i am young again , and it is time to go out honky tonking . the only reason i only gave it a 9 is because you cannot rate a movie zero , i do not feel you should rate one 10 .",1,0
"this was just another marvelous film of the berlin festival . but unlike yes , by sally potter , which i had seen some days before , where after leaving the cinema i felt a strong desire of wishing to embrace the whole world and was just happy to be alive , this time quite the opposite thing happened there was something that dragged me down , and the air suddenly felt cold and hard to breathe . it was as if , all of a sudden , there was nothing left , all hope , all future had been taken away to a dead place . nina's life seemed to be dismal and locked , but then , one lovely day , there appears that kind of luminosity that opens up the horizon and makes her believe in the fulfillment of her dreams . there was nobody at her side but suddenly she finds a companion , just out of nothing , someone who was able to share the most hidden feelings of her life . that person was toni , a vagabond girl who does not seem to have any roots , just like herself . but the film's title is ghosts , and ghosts appear and disappear as they wish , there is no way to retain them ghosts also represent the hidden fantasies of people , strange ideas that occupy your mind and are only perceived by yourself , hiding away from all other people . fran oise , a french woman , is a victim of such ghosts . she once lost her child daughter in berlin , who apparently had been robbed from her in a supermarket , in just one moment of inattentiveness . now time has passed , and fran oise is back in berlin , still looking for the missing child . nina could be that child , after all she has got that same scar at her ankle and the heart shaped birthmark between her shoulder blades which seems to prove her true identity . and nina adopts that idea , after all she is not only in desperate need of a companion , she also longs for a mother . but in the end she is empty handed , toni has disappeared with a man , and her supposed mum turns out to be a sick woman . marie is dead , concludes fran oise's husband , and the statement could not be more disillusioning . nina is just a ni a , a girl without name , there is no hope for any divine fulfillment . there is no marie in this world to accompany our lonely lives . therefore , in the end , we see nina all alone , about to walk along the road that has opened up before her , into a future that seems joyless and uncertain .",1,0
"sam firstenberg's ninja 3 the domination mixes martial arts with the exorcist like horror . the horror elements thrown on screen are simply laughable , but the film works as a mindless action martial arts flick . the fight scenes are well choreographed and exciting , and the film is never boring . so forget stupid dialogue , lame acting and annoying soundtrack grab some beer and check this one out ! highly recommended !",1,0
"a pleasant surprise ! i expected a further downgrade along the line the rock 9 con air 7 armaggeddon 4 . especially for such an overhyped film . perhaps that's the reason so few approved of this new type of bruckheimer fare . clever dialogue instead of snappy one liners , decent background motivation instead of shake n bake stereotypes and when the chase came you really thirsted for it . fanboys expecting an armageddon rollercoaster stay away . this is one for the more intelligent action fans . it didn't even bother me jolie appeared so little .",1,0
"i'm not a fan of this brand of comedy stereotyped characters over acting their way through a cops and robbers farce . but there are enough likable characters to sustain interest . michelle pfeiffer is adorable , but the person really carrying the film is dean stockwell , who steals every scene as the head mobster named tony , no less . stockwell's performance is the reason i'm writing this review and the only reason i'd recommend it , in fact . you'll be tickled by his screen time . he's plays the mob boss perfectly , with comedic touches in the right places , managing to avoid becoming an overbearing cliche . in fact , stockwell's a complete delight to watch a master of the 'double take , ' and a real 'looker' in those classy suits and fedoras . meesa says a good film to watch while folding laundry or eating leftovers .",1,0
"ugh , what an embarrassing episode last night ! it was either a failed script for abc afterschool special , or the product of an earnest rookie writer , just out of college , making an homage to that classic pc anti gun homily from 1974 , the gun . in fact hubby were disappointed that the closing shot wasn't of the gun being melted down like in the movie ! no , i'm not some nra shill . it's just that when the producer of an intelligent nuanced series gets it in his head that i should be subjected to a didactic dramatization of his personal cause , i'd appreciate it if the lecture at least wasn't delivered via 2 by 4 . geez ! ok , the sociology lesson is over . the message has been delivered . the important episode has been aired . now let's get back to some entertaining episodes that try to respect our intelligence .",1,0
"spoilers ? i wasn't sure what to think of the movie . not too much of a kids film . definately should be watched with a parent because it includes death and dying . but i was surprised that i was a bit entertained by it . i was a bit disappointed by the 81 minutes of time we had . even less without the credits and the trailer gets you to think the rodent is a main creature . but alas , they torture him . right until the end of the movie . those two gripes docked the movie 2 stars . but i do recommend the movie . even for a sequel . 8 10 quality 9 10 entertainment 7 10 replayable 7 10",1,0
"tripping over . i must say at first i was a little disappointed in the first few episodes , but having faith in the show , and abe forsythe's unquestionable talent , i continued to watch . i can safely say i'm now glad that i did . the story did develop quite well , and all the characters have a strong base , and most don't have any information missing . the only thing i can fault in this production is the somewhat annoying voice and pronunciation possessed by the character lizzie . some good acting coupled with a stellar plot really gets this show over the line . here's to hoping for another season !",1,0
"overall , a well done movie . there were the parts that made me wince , and there were the parts that i threw my hands up at , but i came away with something more than i gone in with . i think the movie suffers from some serious excess ambition . without spoiling it , let me say that the obvious references to the trial by fire in ramayana , is way beyond what this movie stands for . the ramayana is an epic . not a 200 page book that puts down women in india . the movie is about two girls married into a very distinctive indian family . while the basic tenets of the unwritten laws of the family tradition seem to be that of conservative india , let me assure my reader that i having lived in delhi for 12 years found entire parts that just did not ring those bells . i mean some things and some actions are very true , but some other stuff is just way off the mark . especially today . delhi is complicated . india is complicated . the director tries to simplify both . and fails pretty miserably at that . why in english ? can you imagine a movie about american indians in english . or the french speaking in english . seriously jarring . even the servant spoke in fluent accented english albeit with a hint of colloquialisms in the language for believability . but the chemistry between the leads is palpable . if you like it hot , this is a movie for you . i think that is the biggest saving grace the development of a true real life love story . if this film was about radha and sita , then it would have got full marks from me . and in being about them , it could have made a subtle statement . but this movie goes out there to say this is what india is , and this is what indian society is like . and in that respect it succeeds as much as it fails . just take everything you see with a pinch of salt . the dark secrets of india are not being revealed . just two girls are falling in love . just like it happens everywhere else .",1,0
"the visual effectiveness of this film is unmatched by anything i've seen . and the work required to make achieve it must have been incredibly long and tedious you don't just stick kodak grainy film in your camera to get this look . don't watch this film to be entertained , watch it to be visually stimulated , watch it to be challenged and provoked in your thoughts on film and any other topic that comes to mind , religion will likely be one thought .",1,0
